"Story ID","Area","Persona","Feature","User Story","Expected Behavior","Code Evidence","Automated Evidence","Coverage","Execution Status","Defect IDs","Observed Errors","Fix Evidence","Retest Status","Last Verified"
"REVIEW-016","Review decision","Educator","Optional note","As an Educator, I want to record concise context for a decision.","The editor accepts up to 1000 characters, trims empty notes to null, persists the note with the decision, and restores it after reload.","components/review-workspace.tsx; lib/help-review/domain.ts","tests/e2e/user-story-behaviors.spec.ts - notes persist progress is server-derived and clean finish opens summary; domain tests","EXISTING","PASS","","","","PASS","2026-07-15"
"REVIEW-017","Review decision","Educator","Unsaved-change protection","As an Educator, I want the workspace to prevent accidental loss of an edited credit or note.","Dirty state is visible; switching skills, closing the mobile editor, finishing review, or following internal navigation is blocked until Save or Discard; browser unload receives a warning.","components/review-workspace.tsx","tests/e2e/user-story-behaviors.spec.ts - unsaved review edits block internal navigation until resolved; tests/e2e/platform-smoke.spec.ts","EXISTING","PASS","UX-002","Internal navigation initially discarded a dirty note.","Added a capture-phase same-origin navigation guard that preserves the editor and exposes the existing save/discard recovery controls.","PASS","2026-07-15"
"REVIEW-018","Review decision","Educator","Discard edits","As an Educator, I want to abandon unsaved changes and restore the last saved decision.","Discard restores the saved/draft credit and note, clears save errors and dirty state, and does not make a server mutation.","components/review-workspace.tsx","tests/e2e/platform-smoke.spec.ts - educator navigation and review decision editing work","EXISTING","PASS","","","","PASS","2026-07-15"
"REVIEW-019","Review decision","Educator","Save failure recovery","As an Educator, I want failed saves to preserve my edits and offer retry or discard.","Network/server failure never appears saved, retains entered values, announces a safe error, and exposes Retry save when a credit is selected.","components/review-workspace.tsx","tests/e2e/user-story-behaviors.spec.ts - failed save keeps edits and succeeds through explicit retry; screen-23","EXISTING","PASS","","","","PASS","2026-07-15"
"REVIEW-020","Review decision","Educator","Revision conflict recovery","As an Educator editing concurrently, I want to compare the current saved decision and choose how to proceed.","A stale revision opens the conflict dialog with current and attempted values; Use current adopts server state; Reapply retries against the current revision.","components/review-workspace.tsx; components/review-conflict-dialog.tsx; lib/help-review/review-service.ts","tests/e2e/user-story-behaviors.spec.ts - revision conflict adopts authoritative decision; screen-25; workflow stale edit test","EXISTING","PASS","","","","PASS","2026-07-15"
"REVIEW-021","Review","Educator","Derived progress","As an Educator, I want progress to reflect authoritative saved decisions.","Actioned, remaining, credit counts, and need-review counts update only after successful server saves and survive reload.","components/review-workspace.tsx; lib/help-review/domain.ts","tests/e2e/user-story-behaviors.spec.ts - notes persist progress is server-derived and clean finish opens summary; workflow origin test","EXISTING","PASS","","","","PASS","2026-07-15"
"REVIEW-022","Review","Educator","Finish review navigation","As an Educator, I want to inspect summary after resolving or intentionally leaving items.","Finish routes to summary only when the open editor is clean; summary itself determines whether finalization is complete.","components/review-workspace.tsx; components/assessment-summary.tsx","tests/e2e/user-story-behaviors.spec.ts - clean finish opens summary; unsaved edit protection test","EXISTING","PASS","","","","PASS","2026-07-15"
"REVIEW-023","Review","Mobile Educator","Mobile decision editor","As a mobile Educator, I want a focused full-screen editor with video, evidence, credits, note, and save controls.","Items and Decision tabs remain stable; opening locks background scroll; Back to items requires a clean draft; controls remain reachable without horizontal overflow.","components/review-workspace.tsx","tests/e2e/platform-smoke.spec.ts - mobile review opens the full-screen decision editor; accessibility review test","EXISTING","PASS","","","","PASS","2026-07-15"
"REVIEW-024","Review","Educator","Final record immutability","As an Educator, I must not edit suggestions after finalization.","Finalized review routes to final and direct decision mutations return conflict without changing decisions or the final record.","components/review-workspace.tsx; lib/help-review/review-service.ts","tests/e2e/workflow-contracts.spec.ts - review decisions survive reload reject stale edits and leave final records immutable","EXISTING","PASS","","","","PASS","2026-07-15"
"REVIEW-025","Review decision","Educator","Add a skill the AI missed","As an Educator, I want to add and score a catalogue skill the AI never surfaced so the final record reflects everything I observed.","An add-skill panel offers age-appropriate unsuggested catalogue skills; adding creates the suggestion and its decision atomically with a server-derived MANUALLY_ADDED origin and server-resolved labels; duplicates, unknown skills, and finalized assessments are rejected; the item shows an Added-by-you badge, survives reload, and appears in summary and final records as Added by educator.","lib/help-review/domain.ts; lib/help-review/review-service.ts; app/api/assessments/[assessmentId]/suggestions/route.ts; lib/help-review/server-workflow.ts; components/review-workspace.tsx; components/assessment-summary.tsx; prisma/migrations/20260716160000_manual_skill_addition","lib/help-review/domain.test.ts; lib/help-review/application-services.test.ts - adds an educator skill with its decision atomically; tests/e2e/user-story-behaviors.spec.ts - REVIEW-025","NEW","PASS","","","","PASS","2026-07-16"
"SUMMARY-001","Summary","Educator","Incomplete summary","As an Educator, I want the summary to identify every unactioned suggestion before finalization.","Incomplete summary lists remaining skills with deep links to review, disables finalization, and provides Return to review.","components/assessment-summary.tsx; lib/help-review/domain.ts","tests/e2e/screen-catalog.spec.ts - screen-27 summary-incomplete; workflow summary finalization test","EXISTING","PASS","","","","PASS","2026-07-15"
"SUMMARY-002","Summary","Educator","Credit totals","As an Educator, I want totals derived from saved included decisions.","The summary calculates counts for the four primary credits and excludes dismissed suggestions from credit totals.","components/assessment-summary.tsx; lib/help-review/domain.ts","tests/e2e/workflow-contracts.spec.ts - summary finalization is complete-only stale-safe and idempotent; lib/help-review/domain.test.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"SUMMARY-003","Summary","Educator","Decision paths","As an Educator, I want to see how many decisions were accepted, overridden, independently scored, or dismissed.","Origin totals are server-derived from immutable draft plus saved decision and match the included/dismissed record.","components/assessment-summary.tsx; lib/help-review/domain.ts","lib/help-review/domain.test.ts; tests/e2e/screen-catalog.spec.ts - screen-06 finish-review","EXISTING","PASS","","","","PASS","2026-07-15"
"SUMMARY-004","Summary","Educator","Domain summary","As an Educator, I want credit totals grouped by HELP domain.","The accessible table contains one row per represented domain and the correct four-credit counts.","components/assessment-summary.tsx; lib/help-review/domain.ts","tests/e2e/accessibility.spec.ts - summary and final records preserve headings labels and reflow; lib/help-review/domain.test.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"SUMMARY-005","Summary","Educator","Included and dismissed records","As an Educator, I want to inspect every skill that will be included and every suggestion that was dismissed.","Included rows show final credit, domain, decision path, and note; dismissed rows remain separate with optional note.","components/assessment-summary.tsx","tests/e2e/user-story-behaviors.spec.ts - final items stay reconciled and finalization is deliberate; screen-06","EXISTING","PASS","","","","PASS","2026-07-15"
"SUMMARY-006","Finalization","Educator","Finalization confirmation","As an Educator, I want a deliberate confirmation before locking the assessment.","The dialog identifies included and dismissed counts, explains immutability, traps focus, supports cancel/Escape, and requires explicit confirmation.","components/assessment-summary.tsx; components/confirm-dialog.tsx","tests/e2e/user-story-behaviors.spec.ts - finalization is deliberate; tests/e2e/accessibility.spec.ts - focus restoration","EXISTING","PASS","","","","PASS","2026-07-15"
"SUMMARY-007","Finalization","System","Complete-only idempotent finalization","As the system, I must finalize only a complete current revision and safely replay the same request.","Incomplete or stale commands return conflict; one transaction rederives summary, stamps actor/time once, and repeated request ID returns the same final record.","app/api/assessments/[assessmentId]/finalize/route.ts; lib/help-review/review-service.ts","tests/e2e/workflow-contracts.spec.ts - summary finalization is complete-only stale-safe and idempotent","EXISTING","PASS","","","","PASS","2026-07-15"
"SUMMARY-008","Final record","Educator","Read-only final record","As an Educator, I want to reopen the human-approved assessment without editable controls.","Final view shows finalized metadata and the same totals/included/dismissed record, offers Return to child, and contains no save/finalize/edit commands.","components/assessment-summary.tsx; app/assessments/[assessmentId]/final/page.tsx","tests/e2e/screen-catalog.spec.ts - screen-07 final-assessment screen-41 mobile-final; accessibility summary/final test","EXISTING","PASS","","","","PASS","2026-07-15"
"ADMIN-ACCESS-001","Administration","Administrator","Access authorization","As an Administrator, I want access management restricted to authorized administrators.","The page and API require an active ADMIN session; educators receive a safe forbidden response and no staff or assignment data.","app/admin/access/page.tsx; app/api/admin/access/route.ts; lib/help-review/server-auth.ts","tests/e2e/workflow-contracts.spec.ts - admin endpoints enforce role boundaries","EXISTING","PASS","","","","PASS","2026-07-15"
"ADMIN-ACCESS-002","Administration","Administrator","Staff directory","As an Administrator, I want to see provisioned staff and their access state.","The directory and selected detail show display name, normalized email, role, active state, and active assignment count without exposing assessment or video data.","app/admin/access/page.tsx; lib/help-review/admin-access-service.ts; lib/help-review/public-projections.ts","tests/e2e/user-story-behaviors.spec.ts - access directory and filters; workflow public projection test","EXISTING","PASS","","","","PASS","2026-07-15"
"ADMIN-ACCESS-003","Administration","Administrator","Access loading failure and empty states","As an Administrator, I want clear recovery states while the directory loads or cannot load.","Loading preserves the page shell; failures offer Try again; an empty directory offers staff provisioning instead of a blank table.","app/admin/access/page.tsx; components/page-state.tsx","tests/e2e/screen-catalog.spec.ts - screens 33 and 34","EXISTING","PASS","","","","PASS","2026-07-15"
"ADMIN-ACCESS-004","Administration","Administrator","Search and filter staff","As an Administrator, I want to find staff by identity and access state.","Search matches name or email; the active-state filter composes with search; no-match state keeps both controls editable.","app/admin/access/page.tsx","tests/e2e/user-story-behaviors.spec.ts - access filters are URL-backed and failed confirmation remains recoverable","EXISTING","PASS","","","","PASS","2026-07-15"
"ADMIN-ACCESS-005","Administration","Administrator","Provision staff","As an Administrator, I want to provision an educator or administrator before first sign-in.","Opening the form focuses its first field; a validated name, normalized email, and role create or update one provision idempotently; errors remain without claiming success; cancel returns focus to the trigger.","app/admin/access/page.tsx; app/api/admin/access/route.ts; lib/help-review/admin-access-service.ts","tests/e2e/workflow-contracts.spec.ts - admin access mutations are authorized validated and idempotent; tests/e2e/user-story-behaviors.spec.ts - provision form keyboard focus and restoration","EXISTING","PASS","A11Y-004","Manual keyboard execution found that cancelling the inline provisioning form moved focus to the document body.","The opening trigger is retained, exposes aria-expanded/aria-controls, and receives focus after cancel or successful closure; a keyboard regression test covers open, initial focus, cancel, and restoration.","PASS","2026-07-15"
"ADMIN-ACCESS-006","Administration","Administrator","Inspect staff access","As an Administrator, I want to inspect one staff member before changing access.","Selecting a row opens a stable detail panel with identity, role, active state, assignments, and only actions allowed for the current state.","app/admin/access/page.tsx","tests/e2e/screen-catalog.spec.ts - screen-30 admin-staff-detail","EXISTING","PASS","","","","PASS","2026-07-15"
"ADMIN-ACCESS-007","Administration","Administrator","Activate staff","As an Administrator, I want to restore a provisioned staff account.","Activate updates the authoritative provision, refreshes the directory and detail panel, and permits a future session without duplicating the identity.","app/admin/access/page.tsx; app/api/admin/access/route.ts; lib/help-review/admin-access-service.ts","tests/e2e/workflow-contracts.spec.ts - admin access mutations are authorized validated and idempotent","EXISTING","PASS","","","","PASS","2026-07-15"
"ADMIN-ACCESS-008","Administration","Administrator","Deactivate staff","As an Administrator, I want to revoke staff access deliberately.","A confirmation names the staff member; confirmation deactivates the provision, invalidates active sessions, preserves audit/history records, and does not expose or delete child data.","app/admin/access/page.tsx; app/api/admin/access/route.ts; lib/help-review/admin-access-service.ts; lib/help-review/server-auth.ts","tests/e2e/workflow-contracts.spec.ts - deactivation revokes sessions without deleting records","EXISTING","PASS","","","","PASS","2026-07-15"
"ADMIN-ACCESS-009","Administration","Administrator","Assign child","As an Administrator, I want to assign an educator to a child.","Only active educators and unassigned eligible children are selectable; the mutation is idempotent and the refreshed count and assignment list match authoritative storage.","app/admin/access/page.tsx; app/api/admin/access/route.ts; lib/help-review/admin-access-service.ts","tests/e2e/workflow-contracts.spec.ts - assignment writes enforce active educator and unique relation","EXISTING","PASS","","","","PASS","2026-07-15"
"ADMIN-ACCESS-010","Administration","Administrator","Remove child assignment","As an Administrator, I want to remove an educator-child assignment without deleting records.","A confirmation identifies the child; removal immediately removes roster visibility for new requests while preserving assessments and audit history.","app/admin/access/page.tsx; app/api/admin/access/route.ts; lib/help-review/admin-access-service.ts","tests/e2e/workflow-contracts.spec.ts - assignment removal revokes roster visibility and preserves history","EXISTING","PASS","","","","PASS","2026-07-15"
"ADMIN-ACCESS-011","Administration","Administrator","Access mutation recovery","As an Administrator, I want failed access changes to be retryable and truthful.","Network, validation, conflict, and server failures keep the affected dialog or panel open, show a safe actionable message, and never optimistically claim that access changed.","app/admin/access/page.tsx; components/confirm-dialog.tsx; lib/help-review/client-http.ts","tests/e2e/user-story-behaviors.spec.ts - access filters are URL-backed and failed confirmation remains recoverable","EXISTING","PASS","UX-003","Failed confirmation initially closed before the administrator could retry.","Confirmation mutations now await an authoritative success, expose the safe error inside the modal, and close only after a successful refresh.","PASS","2026-07-15"
"ADMIN-ACCESS-012","Administration","Administrator","Staff invitation","As an Administrator, I want provisioning to invite the staff member so they can set their own password without anyone handling credentials.","In email/password mode, provisioning and Resend invite issue a single-use hashed setup token, deliver it through the configured email adapter, show delivery status, and never create, display, or transmit a usable password; invitations to inactive staff are rejected.","lib/help-review/admin-access-service.ts; lib/help-review/email-password-auth.ts; lib/help-review/email-sender.ts; app/api/admin/access/route.ts; app/admin/access/page.tsx; app/set-password/page.tsx","lib/help-review/email-password-auth.test.ts - issues invites through provisioning and resend only in email/password mode","NEW","PASS","","","","PASS","2026-07-15"
"ADMIN-ACCESS-013","Administration","Administrator","Edit staff","As an Administrator, I want to correct a staff member's display name and role.","Editing updates the display name and role with actor/time recording and next-request effect; Admins cannot change their own role, and Educators with active child assignments cannot change role until unassigned.","lib/help-review/admin-access-service.ts; app/api/admin/access/route.ts; app/admin/access/page.tsx","lib/help-review/email-password-auth.test.ts - edits display name and role while protecting the actor and assigned educators","NEW","PASS","","","","PASS","2026-07-15"
"ADMIN-ACCESS-014","Administration","Administrator","Remove staff","As an Administrator, I want to remove a staff member entirely while keeping their historical work attributable.","Removal immediately revokes access, sessions, assignments, credentials, and outstanding tokens, keeps decisions and finalized records attributed to the retained display name, frees the email for later re-provisioning, and rejects self-removal.","lib/help-review/admin-access-service.ts; app/api/admin/access/route.ts; app/admin/access/page.tsx","lib/help-review/email-password-auth.test.ts - removes staff, revokes everything, retains attribution, and frees the email","NEW","PASS","","","","PASS","2026-07-15"
"ADMIN-JOBS-001","Operations","Administrator","Job authorization","As an Administrator, I want processing recovery restricted to authorized administrators.","The jobs page and APIs require an active ADMIN session; educators receive a safe forbidden response and no processing or video metadata.","app/admin/jobs/page.tsx; app/api/admin/jobs/route.ts; app/api/admin/jobs/[runId]/retry/route.ts","tests/e2e/workflow-contracts.spec.ts - admin endpoints enforce role boundaries","EXISTING","PASS","","","","PASS","2026-07-15"
"ADMIN-JOBS-002","Operations","Administrator","Failed and stuck job list","As an Administrator, I want a safe queue of processing runs that may require attention.","The list contains only failed or stale in-progress runs and shows child and assessment labels, status, safe failure category, and last change; attempt history remains in safe detail without raw provider data.","app/admin/jobs/page.tsx; lib/help-review/admin-jobs-service.ts; lib/help-review/public-projections.ts","tests/e2e/user-story-behaviors.spec.ts - job filters details and retry confirmation stay safe; workflow projection test","EXISTING","PASS","","","","PASS","2026-07-15"
"ADMIN-JOBS-003","Operations","Administrator","Filter and search jobs","As an Administrator, I want to narrow recoverable jobs efficiently.","Search matches safe assessment or child labels; failed/stuck status filters compose with search; clearing filters restores the authoritative result set.","app/admin/jobs/page.tsx","tests/e2e/user-story-behaviors.spec.ts - job filters details and retry confirmation stay safe","EXISTING","PASS","","","","PASS","2026-07-15"
"ADMIN-JOBS-004","Operations","Administrator","Job loading failure and empty states","As an Administrator, I want clear operational states when jobs load, fail, or need no action.","Loading preserves the shell; failure offers Try again; no failed jobs communicates healthy state; no filter matches offers reset.","app/admin/jobs/page.tsx; components/page-state.tsx","tests/e2e/screen-catalog.spec.ts - screens 35 and 36","EXISTING","PASS","","","","PASS","2026-07-15"
"ADMIN-JOBS-005","Operations","Administrator","Inspect job details","As an Administrator, I want enough safe detail to decide whether retry is appropriate.","Selecting a job exposes its expanded state and shows lifecycle timestamps, attempt history, playback availability, safe diagnostics, and retry eligibility without sensitive payloads; closing details returns focus to that job row.","app/admin/jobs/page.tsx; lib/help-review/admin-jobs-service.ts","tests/e2e/user-story-behaviors.spec.ts - job filters details, close-focus restoration, and retry confirmation stay safe","EXISTING","PASS","A11Y-005","Manual keyboard execution found that closing job details moved focus to the document body.","Job rows now expose aria-expanded/aria-controls, the selected trigger is retained, and closing details restores focus; the behavior test verifies the full keyboard close and reopen sequence.","PASS","2026-07-15"
"ADMIN-JOBS-006","Operations","Administrator","Retry eligibility","As an Administrator, I want the platform to prevent harmful or pointless retries.","Only failed or stale recoverable runs with an available source video can retry; finalized, actively leased, exhausted, missing-video, and non-retryable failures explain why retry is disabled.","lib/help-review/admin-jobs-service.ts; lib/help-review/processing-coordinator.ts","lib/help-review/admin-jobs-service.test.ts; tests/e2e/workflow-contracts.spec.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"ADMIN-JOBS-007","Operations","Administrator","Confirm retry","As an Administrator, I want retries to require a deliberate confirmation.","The confirmation identifies the assessment and current attempt; cancel makes no mutation; confirm submits one idempotent retry request and reports progress.","app/admin/jobs/page.tsx; app/api/admin/jobs/[runId]/retry/route.ts; components/confirm-dialog.tsx","tests/e2e/user-story-behaviors.spec.ts; tests/e2e/workflow-contracts.spec.ts","EXISTING","PASS","UX-004","The retry confirmation initially named only the child.","The dialog now names the assessment reference, current attempt, safe category, and private-video availability before confirmation.","PASS","2026-07-15"
"ADMIN-JOBS-008","Operations","System","Safe retry transition","As the system, I must create a retry without overwriting immutable prior attempts.","The retry transaction rechecks eligibility, records actor and reason, creates the next attempt, preserves prior history, and dispatches processing only after the durable state exists.","lib/help-review/admin-jobs-service.ts; lib/help-review/processing-coordinator.ts; lib/help-review/processing-dispatcher.ts","lib/help-review/admin-jobs-service.test.ts; lib/help-review/processing-coordinator.test.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"ADMIN-JOBS-009","Operations","Administrator","Retry result recovery","As an Administrator, I want accurate feedback after a retry request.","Success refreshes the job state and can be dismissed; conflict or dispatch failure remains visible, preserves history, and allows a valid next action without duplicate attempts.","app/admin/jobs/page.tsx; app/api/admin/jobs/[runId]/retry/route.ts","tests/e2e/user-story-behaviors.spec.ts - retry failure remains actionable and success dismisses; service replay tests","EXISTING","PASS","","","","PASS","2026-07-15"
"LIVE-001","Live integration","Staff","Selected production identity","As approved staff, I want to sign in through the selected production identity path so access does not depend on a sandbox profile.","Exactly one first-party email/password path validates credentials server-side against scrypt-hashed application storage, maps active provisioned access only, supports single-use invitation and reset links plus safe session/logout, revokes access promptly, and exposes no public signup.","lib/help-review/email-password-auth.ts; lib/help-review/email-sender.ts; lib/help-review/server-auth.ts; app/api/session/route.ts; app/api/auth/set-password/route.ts; app/api/auth/request-reset/route.ts; app/set-password/page.tsx; app/sign-in/page.tsx; app/api/admin/access/route.ts; scripts/bootstrap-admin.ts; infra/gcp/main.tf","lib/help-review/email-password-auth.test.ts; lib/help-review/server-auth.test.ts; lib/help-review/runtime-config.test.ts; tests/e2e/user-story-behaviors.spec.ts - LIVE-001; terraform validate; email-password production build","EXISTING","PASS","INTEGRATION-IDENTITY-001; DEPLOY-IDENTITY-002; UX-006","Earlier managed-provider defects (Terraform quota prerequisites, unstable GCS service-agent planning, read-only provider IAM, loading copy) were fixed during QA2. On July 15 the managed Google Identity Platform path was replaced by the approved first-party email/password implementation and firebase-admin was removed.","The first-party path hashes credentials with scrypt, burns a constant-time verification for unknown accounts, issues single-use hashed invite/reset tokens through the email boundary, auto-invalidates outstanding tokens on password set, keeps sandbox sessions unusable at the email/password issuer boundary, and fails production startup without a real email adapter, sender, and https origin.","PASS","2026-07-15"
"LIVE-002","Live integration","Operator","Roster and context ingestion","As an Operator, I want approved children, age/context, processing permission, and assignments ingested from one controlled source so real pilot participants can be onboarded and reconciled.","A versioned controlled import validates stable child identifiers and approved context, resolves exact already-provisioned Educators, applies idempotent create/update/deactivate behavior, reports missing or duplicate records without echoing values, reconciles explicit assignments and permission changes, records actor/source/time, and preserves assessments plus records omitted from a merge file.","lib/help-review/roster-import.ts; scripts/import-roster.ts; lib/help-review/models.ts; lib/help-review/neon-store.ts; prisma/migrations/20260715170000_roster_import_event; docs/specs/help-review-production-platform/roster-import-contract.md","lib/help-review/roster-import.test.ts; tests/fixtures/synthetic-roster.csv; 2026-07-15 CLI preview; clean-schema five-migration check","EXISTING","PASS","INTEGRATION-ROSTER-001","Initial audit found that only seeded children could be assigned; no controlled production child/roster ingestion or reconciliation command existed.","Added the help-roster-v1 CSV contract, safe parser, dry-run/apply CLI, exact Educator resolution, context-source snapshots, merge reconciliation, child deactivation revocation, checksum replay safety, allowlisted audit event, template, migration, and seven focused tests.","PASS","2026-07-15"
"LIVE-003","Live integration","Content owner","Authoritative HELP content","As a Content owner, I want the platform and scoring boundary to use the authoritative approved HELP catalogue so skill identity, ordering, labels, and final records are consistent.","A versioned import consumes authoritative skill IDs, labels, domains/strands, age ranges, hierarchy/order, credit descriptions, and confirmed scoring rules; assessments snapshot the version and unknown or mismatched skills fail closed.","lib/help-review/help-catalog.ts; lib/help-review/scoring-contract.ts; content/help-catalog.sanitized.json; content/developmental-skills.reference.json; scripts/build-reference-skills-catalog.mjs; docs/model/reference-skills-research.md; prisma/schema.prisma; docs/specs/help-review-production-platform/help-catalog-contract.md","lib/help-review/help-catalog.test.ts; lib/help-review/scoring-contract.test.ts; scripts/validate-help-catalog.ts; 165-test unit suite; production web and processor builds; 20260715-qa1 deployed assessment smoke","PARTIAL","PARTIAL_PASS","INTEGRATION-CONTENT-001","The complete help-catalog-v1 boundary now supports provenance, observable definitions and indicators, non-examples, observation conditions, prohibited inferences, evidence modality, video scoreability, and per-credit criteria. A deterministic, attributed 127-item CDC/ELOF development corpus validates and excludes eight longitudinal-only items from short-video candidate batches. Real-data mode rejects both reference/fixture content; the owner-issued authoritative HELP catalogue itself has not yet been supplied.","Added the immutable JSON loader and validator, documented intake contract, Docker packaging, Terraform path/version inputs, startup validation, deployed snapshot check, plus a research-grounded reference corpus and deterministic generator so model work can proceed without fabricating HELP content.","PENDING_CLOSURE","2026-07-15"
"LIVE-004","Live integration","System","Yi model package contract","As the processing system, I want Yi's versioned model package and data contract integrated behind the scoring gateway so deployed results match the scientist-owned workflow.","The processor sends only the contracted video reference and child context, identifies request/run/schema versions, validates accepted uncertain empty and failure fixtures, maps safe retry/terminal errors, and contract-tests the exact deployed package or service.","lib/help-review/scoring-gateway.ts; lib/help-review/reference-scorer.ts; lib/help-review/scoring-contract.ts; processor/server.ts","lib/help-review/reference-scorer.test.ts; lib/help-review/scoring-contract.test.ts; processor/server.test.ts; lib/help-review/fake-scoring.test.ts; 165-test unit suite; production web and processor builds; QA1 GCS/Eventarc/Vertex failure-boundary smoke","PARTIAL","PARTIAL_PASS","INTEGRATION-MODEL-001","The first-party evidence-first-v1 pipeline now separates Gemini video observation from catalogue adjudication, uses structured outputs and exact event/candidate allowlists, rejects non-target or out-of-duration evidence, gates confidence, and prevents absence-only NOT_OBSERVED credits. Vertex defaults to Flash observation and Pro adjudication. Yi's promised package/data contract and accepted fixtures are still not integrated, and the first-party model has not yet been benchmarked against independently educator-labelled videos.","Retained the safe Vertex/GCS transport and added a contract-compatible two-stage reference scorer, configurable FPS/models/batching/thresholds, richer candidate guidance, prompt-injection boundaries, 9 focused scorer tests, and all-or-nothing output validation.","PENDING_CLOSURE","2026-07-15"
"LIVE-005","Live integration","Operator","Production video lifecycle configuration","As an Operator, I want approved real-video region, retention, deletion, backup, and incident values applied so private replay evidence is governed throughout its lifecycle.","Organization-owned GCS applies the final region and lifecycle values, incomplete uploads and replaced/removed objects are deleted as contracted, authorized range replay remains available for the retention window, backup behavior is explicit, and deletion plus incident paths are exercised.","lib/help-review/gcs-storage.ts; lib/help-review/video-asset-service.ts; infra/gcp/main.tf; docs/specs/help-review-production-platform/operations-runbook.md","lib/help-review/video-storage.test.ts; lib/help-review/upload-grants.test.ts; tests/e2e/workflow-contracts.spec.ts","PARTIAL","PARTIAL_PASS","POLICY-VIDEO-001","Private upload, integrity, replacement/removal, and replay pass with development lifecycle values; final real-video region, retention, backup, deletion, and incident values are not applied and drill-verified.","","PENDING_CLOSURE","2026-07-15"
"SECURITY-001","Security","Signed-in user","Same-origin mutation protection","As a signed-in user, I need cross-site requests prevented from mutating protected records.","Every state-changing browser API validates same-origin intent before parsing or executing the command and returns a safe forbidden response on mismatch.","lib/help-review/server-http.ts; app/api","lib/help-review/server-http.test.ts; tests/e2e/workflow-contracts.spec.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"SECURITY-002","Security","System","Request validation and limits","As the system, I must reject malformed or oversized input before business logic.","Strict JSON content type, bounded body size, schema validation, identifier validation, and upload metadata policy return safe 4xx errors without partial writes.","lib/help-review/server-http.ts; lib/help-review/video-policy.ts; app/api","lib/help-review/server-http.test.ts; lib/help-review/video-policy.test.ts; tests/e2e/workflow-contracts.spec.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"SECURITY-003","Security","System","Abuse rate limiting","As the system, I must limit high-risk or expensive endpoints per authenticated actor.","Sign-in, upload grants, process starts, playback grants, admin mutations, and retries apply bounded server-side rate limits with Retry-After and no sensitive response detail.","lib/help-review/server-http.ts; lib/help-review/shared-rate-limit.ts; app/api; prisma/schema.prisma; prisma/migrations/20260715190000_shared_rate_limit/migration.sql","lib/help-review/server-http.test.ts; lib/help-review/shared-rate-limit.test.ts; tests/e2e/workflow-contracts.spec.ts; scripts/shared-rate-limit-drill.ts","EXISTING","PASS","ARCH-001","The original process-local production budget was replaced. PostgreSQL-backed deployments now atomically share fixed-window actor budgets across instances; local development retains the in-process implementation.","Added a hashed shared RateLimitBucket, atomic INSERT ON CONFLICT increments, stale-bucket cleanup, Retry-After preservation, focused tests, and a 12-concurrent-request isolated PostgreSQL drill with complete cleanup.","PASS","2026-07-15"
"SECURITY-004","Security","Browser user","Security response headers","As a browser user, I need hardened defaults on pages and API responses.","Production responses apply content-type protection, frame denial, referrer policy, permissions policy, CSP, and HSTS where transport is HTTPS without breaking required media playback.","next.config.ts; middleware.ts","tests/e2e/workflow-contracts.spec.ts - security headers and health projection","EXISTING","PASS","","","","PASS","2026-07-15"
"SECURITY-005","Privacy","Educator","Assignment-scoped data","As an Educator, I must only access children and assessments currently assigned to me.","List, detail, upload, processing, review, finalization, final record, and playback APIs reauthorize the current session and assignment on every request; guessed identifiers return no data.","lib/help-review/server-auth.ts; lib/help-review/child-service.ts; lib/help-review/assessment-service.ts; lib/help-review/review-service.ts","tests/e2e/workflow-contracts.spec.ts - educator assignment boundaries are enforced across workflow","EXISTING","PASS","","","","PASS","2026-07-15"
"SECURITY-006","Privacy","API consumer","Redacted public projections","As an API consumer, I should receive only fields required by the current screen.","Public serializers omit emails where unnecessary, storage object names, provider payloads, credentials, raw model responses, internal errors, and unrestricted child attributes.","lib/help-review/public-projections.ts; lib/help-review/presentation.ts","tests/e2e/workflow-contracts.spec.ts - public payloads redact internal and sensitive fields","EXISTING","PASS","","","","PASS","2026-07-15"
"SECURITY-007","Privacy","Educator","Purpose-bound video playback","As an Educator, I want private playback only for the assessment I am currently reviewing.","A short-lived signed grant binds actor, assessment, video version, purpose, and expiry; tampering, expiry, reassignment, or version change invalidates it; byte-range streaming supports seeking.","lib/help-review/playback-grants.ts; lib/help-review/video-asset-service.ts; app/api/assessments/[assessmentId]/video","lib/help-review/playback-grants.test.ts; lib/help-review/video-storage.test.ts; tests/e2e/workflow-contracts.spec.ts","EXISTING","PASS","","","","PASS","2026-07-15"
"SECURITY-008","Privacy","Administrator","No implicit video access","As an Administrator, I should not gain source-video or review-content access merely from my admin role.","Operational admin projections expose playback availability only; playback grants and assessment content still require the explicitly supported educator assignment path.","lib/help-review/admin-jobs-service.ts; lib/help-review/server-auth.ts; app/api/assessments/[assessmentId]/video/grant/route.ts","tests/e2e/workflow-contracts.spec.ts - admin role does not imply assessment or video access","EXISTING","PASS","","","","PASS","2026-07-15"
